Title,Id,Trailer Link,Director,Cast,genre_ids,Genre,Budget,Revenue,Overview,Homepage,Year,Runtime,Popularity,Adult,Release_Date,Original_Title,Original_Language,Tagline,Vote_Average,Vote_Count
Canada Di Flight,407372,https://www.youtube.com/watch?v=rzRp-tyRV4c,,"['Yuvraj Hans', 'Navraj Hans', 'Tarun Mehta', 'Rana Ranbir', 'Akriti Bharati', 'Aanushka Ramesh']",,Comedy,0,0,"Three close childhood friends, Jigar, Harry and Laddi, living in a village in Punjab decide to immigrate to Canada for a better life and in search of their “dollar dreams.” Jigar is a spoilt child of rich parents; Harry is a show-off & bragger; and Laddi aka Phattu is nebbish and clumsy.",,2016,133,0.846,False,2016-04-01,Canada Di Flight,en,,0.0,0
Bathinda Express,411462,https://www.youtube.com/watch?v=lArn9Lh85sg,Deep Joshi,"['Deep Joshi', 'Jasmine Kaur', 'Mohit Bhaskar']",,Drama,0,0,"Inder, a flamboyant, vivacious, & passionate youth of Punjab, an ambitious runner, a go-getter, a trend-setter for everyone that knows him. Fast & focused in every area of his life, just like the fast & furiously impeccable BATHINDA EXPRESS",,2016,119,0.6,False,2016-04-08,Bathinda Express,hi,,5.5,2
Saka - The Martyrs of Nankana Sahib,392769,https://www.youtube.com/watch?v=NBXXRtnKUIE,Jagmeet Singh Samundri,"['Mukul Dev', 'Oshin Brar', 'Aman Dhaliwal', 'Hardeep Gill', 'Dev Kharoud', 'Gurinder Makna', 'Stass Klassen', 'Mahabir Bhullar']",,"History, Drama",0,0,A film based on the 1921 Nankana Sahib massacre and the events that led up to it.,,2016,131,1.096,False,2016-04-01,ਸਾਕਾ-ਨਨਕਾਣਾ ਸਾਹਿਬ ਦੇ ਸ਼ਹੀਦ,pa,,0.0,0
Vaisakhi List,393661,,Smeep Kang,"['Jimmy Shergill', 'Shruti Sodhi', 'Sunil Grover', 'Jaswinder Bhalla', 'Binnu Dhillon', 'Rana Ranbir', 'B.N. Sharma', 'Parminder Gill']",,"Comedy, Drama",0,0,Prisoners pull off an escape just before they were about to be pardoned.,,2016,143,0.996,False,2016-04-22,Vaisakhi List,pa,,6.0,1
Zorawar,391751,https://www.youtube.com/watch?v=FzdtbXvkCYo,Vinnil Markan,"['Yo Yo Honey Singh', 'Pavan Malhotra', 'Mukul Dev', 'Amit Behl', 'Achint Kaur', 'Tyson Murugan', 'Parul Gulati', 'Gurbani Judge', 'Lance Peters']",,Action,0,0,"Zorawar is a Punjabi action film featuring Yo Yo Honey Singh in the titular character, alongside actresses Gurbani Judge and Parul Gulati. Filmed mostly in Durban, it is directed by Vinnil Markan",,2016,0,0.6,False,2016-04-07,Zorawar,pa,,0.0,0
The Bolinhas 2 - A Bigger Fight,880552,,Davi Galdino,[],,"Animation, Adventure, Fantasy, Action",0,0,"It's the sequel to The Bolinhas, this time the fight is bigger and with more creatures",,2020,0,0.948,False,2020-08-11,As Bolinhas 2,pt,Save yourseft who can,9.7,3
Killer Punjabi,666365,https://www.youtube.com/watch?v=cgveu3R_P8Y,,"['Buwan Azad', 'Pooja Batra', 'Saman Chetan', 'Gary Castro Churchwell', 'Baljinder Darapuri', 'Raman Dhaliwal', 'Jasbir Gill', 'Gulshan Grover', 'Balinder Johal', 'Paul Lazenby', 'Charanjeet Lobana', 'Florence Mae', 'Nandini Minocha']",,Action,1000000,0,A contract killer who has little enthusiasm for his work faces a dilemma when he is instructed to kill the woman he loves.,,2016,119,2.422,False,2016-04-29,Killer Punjabi,pa,,0.0,0
Kaptaan,393170,https://www.youtube.com/watch?v=B6Gkk3YcAB4,Mandeep Kumar,"['Gippy Grewal', 'Monica Gill', 'Karishma Kotak', 'Pankaj Dheer', 'Rana Jung Bahadur']",,"Action, Comedy, Drama, Family",60,109,"Kaptaan is Latest 2016 indian Punjabi Action Comedy Drama Film,directed By Mandeep Kumar,The star cast of the Film Gippy Grewal, Karishma Kotak, Monica Gill,The film is released on 20 May 2016",http://www.tips.in/films/all,2016,142,1.478,False,2016-05-20,Kaptaan,en,A lawyer rethinks his life after he works with an NGO.,5.5,2
Saadey CM Saab,391756,,Vipin Parashar,"['Harbhajan Mann', 'Rahul Singh', 'Gurpreet Ghuggi', 'Kashish Singh', 'Dev Singh Gill Inder Bajwa']",,"Action, Comedy",0,0,"The film centers on three friends who dislike politics, and the problems when one (Harbhajan Mann) becomes chief minister.",,2016,143,0.906,False,2016-05-27,ਸਾਡੇ ਸੀ.ਐਮ. ਸਾਬ,pa,,5.5,2
Vaapsi,391755,,Rakesh mehta,"['Gulshan Grover', 'Dhrriti Saharan Reddy', 'Lakhvinder', 'Sameksha Oswal', 'Asish Duggal']",,Drama,0,0,"Vaapsi is New punjabi Drama Film directed By Rakesh mehta,The star cast of the Film Gulshan Grover, Asish Duggal, Dhiriti Saharan, Lakhvinder & Mandeep Kaur in pivotal roles,The film is released on 27 May 2016.",,2016,0,1.383,False,2016-05-27,Vaapsi,en,,0.0,0
Once Upon a Time in Amritsar,391749,https://www.youtube.com/watch?v=V_KVgXlAwKI,Harjit Singh Ricky,"['Dilpreet Dhillon', 'Gurjind Maan', 'Pavan Malhotra', 'B.N. Sharma', 'Shavinder Mahal', 'Dolly Minhas', 'Shveta Grover', 'Rupinder Rupi', 'Arun Bali']",,"Action, Crime, Drama",0,0,"Once Upon a Time in Amritsar is an upcoming punjabi action drama film,directed By Harjit Singh Ricky,The star cast of the Film Dilpreet Dhillon, Gurjind Maan, Farida Jalaal, Pavan Malhotra, B.N. Sharma, Shivendra Mahal, Asish Duggal, Prince Kanwaljit Singh, Sonia Kaur, Vishakha Thakur",,2016,114,0.688,False,2016-06-10,Once Upon a Time in Amritsar,pa,Once Upon a Time in Amritsar,6.0,1
Dulla Bhatti Wala,391758,https://www.youtube.com/watch?v=uqrBAF4qS3c,Minar Malhotra,"['Binnu Dhillon', 'Sardar Sohi', 'B.N. Sharma', 'Aman Hundal', 'Amar Noorie', 'Dev Kharoud', 'Nirmal Rishi', 'Kangna Sharma', 'Malkeet Rauni', 'Minar Malhotra', 'Mani Dhaliwal', 'Naman Gupta', 'Amitansh', 'Preeti Chahuhan', 'Jasmeet Chhabra']",,Drama,0,0,"Dulla Bhatti Wala is New Punjabi Drama Film directed By Minar Malhotra,The star cast of the Film Binnu Dhillon, Sardar Sohi, B.N. Sharma, Aman Hundal, Amar Noorie, Dev Kharoud, Nirmal Rishi & Malkit Rauni,The film is released on 10 June 2016",,2016,105,1.13,False,2016-06-10,Dulla Bhatti Wala,pa,Daring The Hero,0.0,0
Sardaarji 2,391763,https://www.youtube.com/watch?v=gZnrMI4C5pM,Rohit Jugraj,"['Diljit Dosanjh', 'Sonam Bajwa', 'Jaswinder Bhalla', 'Monica Gill']",,"Adventure, Comedy",0,0,"Jaggi, a farmer, travels to Australia in order to save his village. Once there, he is chased by a few goons and ultimately kidnaps a girl from her own wedding.",,2016,145,1.565,False,2016-06-24,Sardaarji 2,pa,,6.4,5
Highway 5,671717,,,[],,,0,0,"Four Punjabi-Canadians take a road trip from British Columbia to Mexico, and come to some realizations about their lives.",,2016,116,0.6,False,2016-01-01,Highway 5,en,,5.0,2
Needhi Singh,424691,,Gaurav Bhalla,"['Kulraj Randhawa', 'Asish Duggal', 'Asish Duggal', 'Prateek Rai', 'Raman Dhagga']",,"Thriller, Action, Drama",0,0,"The story revolves around an easy, happy go lucky girl Needhi Singh (Kulraj Randhawa), until a day that will change her life, forever. She becomes a rebel.",,2016,120,0.906,False,2016-07-22,Needhi Singh,en,,4.5,2
Bambukat,417636,,Pankaj Batra,"['Ammy Virk', 'Simi Chahal', 'Binnu Dhillon', 'Sheetal Thakur', 'Anita Devgan']",,"Drama, Comedy",0,0,"Bambukat, set in 1960, is a story about two sisters. One is a simple girl, Pakko, who's not fair skinned and look dusky, and Sami, who is prettier than Pakko. The story of Bambukat is how Pakko's husband tries to impress his in-laws.",,2016,118,1.056,False,2016-07-29,Bambukat,pa,,9.0,3
The Fourth Direction,336204,,Gurvinder Singh,"['Suvinder Pal Vicky', 'Rajbir Kaur', 'Gurpreet Bhangu']",,Drama,0,0,"Fear and paranoia pervade life in rural Punjab of the ’80s, before and after Operation Blue Star, as separatists clash with security forces.",,2015,115,0.854,False,2015-05-15,Chauthi Koot,pa,,5.7,8
Gelo,391754,https://www.youtube.com/watch?v=pBBZtANi-5s,Manbhavan Singh,"['Jaspinder Cheema', 'Gurjit Singh', 'Dilavar Sidhu']",,"Drama, Romance",0,0,"A working-class Punjabi woman battles the adverse conditions that farm laborers face, including an oppressive upper class and drug abuse.",,2016,118,1.585,False,2016-08-05,Gelo,pa,,6.6,5
Main Teri Tu Mera,418022,https://www.youtube.com/watch?v=Bdccb9b0YPU,Ksshitij Chaudhary,"['Roshan Prince', 'Yamini Malhotra', 'Karamjit Anmol', 'Malkeet Rauni', 'Parminder Gill', 'Mankirt Aulakh', 'Anita Devgan']",,,0,0,The story revolves around a rural boy called Amru who is a day dreamer. He starts dreaming of a girl (Jazz Sodhi) who suddenly appears in real and tells him that they both are already married,,2016,133,0.995,False,2016-08-19,Main Teri Tu Mera,pa,,6.0,1
25 Kille,415524,,Simranjit Singh Hundal,"['Daljinder Basran', 'Hobby Dhaliwal', 'Gugu Gill', 'Jimmy Sharma', 'Vikram Singh']",,"Comedy, Drama",0,0,Four brothers receive news of an inheritance and must contend with an unscrupulous landowner to receive their birthright.,https://www.facebook.com/25Kille,2016,141,1.4,False,2016-08-25,25 ਕਿੱਲੇ,pa,,6.0,1
Darra,462879,,Parveen Kumar,"['Gurpreet Ghuggi', 'Kartar Cheema', 'Karamjit Anmol', 'Shavendra Mahal', 'Rana Ranbir']",,Drama,0,0,"After returning from school and marrying, a popular farmer becomes a target of jealousy.",,2016,122,1.34,False,2016-09-02,Darra,pa,,5.0,1
Tiger,458414,https://www.youtube.com/watch?v=8EdXfB_miN0,Alister Grierson,"['Mickey Rourke', 'Prem Singh', 'Janel Parrish', 'Michael Pugliese', 'Marshall Manesh', 'Jacob Grodnik', 'Kellen Boyle']",,"Drama, Action",0,0,"A practicing Sikh is banned by the boxing commission for refusing to back down from his religious beliefs. Through racial profiling and stereotypical threats, he does what any strong American would do: fight back.",http://www.thetigermovie.com,2018,100,4.425,False,2018-11-30,Tiger,en,"Some fight for glory, others fight for their rights.",6.4,10
Dharam Yudh Morcha,433016,https://www.youtube.com/watch?v=VyudjALZBmY,Naresh Garg,"['Raj Kakra', 'Karamjit Singh Batth', 'Amritpal Singh Billa', 'Sunny Gill']",,History,0,0,"During a family visit, a devout man tells his grandson about significant events from the history of Sikhs in India.",,2016,121,0.6,False,2016-09-16,Dharam Yudh Morcha,pa,,0.0,0
Teshan,458802,https://www.youtube.com/watch?v=TEfXVNIxEBw,Sukhbir Singh,"['Karamjit Anmol', 'Diljott', 'Shavinder Mahal', 'Happy Raikoti', 'Simran Sehajpal', 'Prince Kanwaljit Singh', 'Sukhbir Singh', 'Yograj Singh']",,"Drama, Comedy",0,0,"Happy Raikoti playing a boy who comes from backward village. Diljot is playing an urban girl, who despite being modern understands relationship values. It is a youth based film.",,2016,136,1.831,False,2016-09-23,Teshan,en,,7.3,3
Nikka Zaildar,419823,https://www.youtube.com/watch?v=AlpSxOWN9HU,Simerjit Singh,"['Ammy Virk', 'Sonam Bajwa', 'Karamjit Anmol', 'Nirmal Rishi', 'Parminder Gill', 'Sonia Kaur', 'Gurmeet Saajan', 'Sharry Maan', 'Baninder Bunny', 'Harby Sangha']",,"Comedy, Drama",0,0,"A young man concocts a scheme to marry a reluctant fellow student, but finds the task more difficult than it first appeared.",,2016,134,1.57,False,2016-09-30,Nikka Zaildar,pa,,6.2,6
Lock,318000,,Maxime Debest,"['Roger Van Hool', 'Danièle Denie', 'Fanny Magier', 'Catherine Denie']",,"Thriller, Horror",0,0,"After her eleven year old daughter Cathy befalls a freak accident, Danielle is in a state of catatonic paralysis. Daily, she hears her daughter's voice, telling tell her that her disappearance was no accident. A multitude of supernatural event make progressively Roger, the father, and Fanny, wife of service, become aware of a presence in the house. One night, Roger and Fanny are persecuted by the presence of a devilish laugh that resembles the girl.",,1983,80,1.37,False,1983-01-01,Lock,en,,1.0,1
Desi Munde,452722,https://www.youtube.com/watch?v=tUJc9JsWX34,Mandeep Benipal,"['Balkar Sidhu', 'Harmeet Kaur', 'Raza Murad', 'Bunty Grewal', 'Harjap Singh Bhangal', 'Prakishit Sahni']",,Drama,0,0,"After illegally entering the UK with a group of friends, a young man becomes implicated in the murder of a Londoner.",,2016,124,0.84,False,2016-10-21,Desi Munde,en,,0.0,0
Lakeeran,532406,,,"['Yuvika Chaudhary', 'Shivendra Mahal', 'B.N. Sharma', 'Malkeet Rauni', 'Nirmal Rishi', 'Sukhbir Razia']",,,0,0,"Upset over his role in the accidental death of a Sikh, a young Punjabi man living abroad returns to India and falls for a widow whose husband died in similar circumstances.",,2016,0,1.4,False,2016-10-21,Lakeeran,pa,,0.0,0
Chaar Sahibzaade : Rise of Banda Singh Bahadur,425694,https://www.youtube.com/watch?v=tJWoyZf55vg,Harry Baweja,['Om Puri'],,"Action, Adventure, Animation, Documentary, Family, History",0,0,"Chaar Sahibzaade: Rise of Banda Singh Bahadur Animation movie  A profound and courageous story on how Guru Grace changed Banda Singh Bahadur in and out and enabled him to lead Sikh army to Punjab province to establish righteousness and equality in the state and to punish the Mughals who killed four sons (Chaar Sahibzaade) of Sri Guru Gobind Singh JI along with thousands of innocent Sikhs and Hindu's, under their slaughterous rule",https://www.xauzit.com/,2016,134,2.58,False,2016-11-11,Chaar Sahibzaade : Rise of Banda Singh Bahadur,pa,,9.5,2
Motor Mitraan Di,466391,,Amitoj Mann,"['Gurpreet Ghuggi', 'Sonia Mann', 'Happy Raikoti', 'Vikram Singh', 'Yograj Singh']",,,0,0,"This is a comedy portraying the antics of three brothers - Paaji, Rajveer and Ravi who get involved in a situation which exposes the truth of Dera Babas and the events happening in their ashrams in Punjab.",,2016,0,1.747,False,2016-12-30,Motor Mitraan Di,pa,,7.0,1
Yaar Annmulle 2,435592,https://www.youtube.com/watch?v=020cw1T--z8,Sunny Mahal,"['Raja Baath', 'Sarabjit Cheema', 'Diljott', 'Sarthi', 'Keeya Khanna', 'Gurpreet Bhangu', 'Seema Kaushal', 'Malkeet Rauni', 'Sukhbir Singh', 'Rupinder Rupi']",,"Drama, Comedy",0,0,The college capers of a hilarious trio drive the story.,,2016,119,1.377,False,2016-12-23,Yaar Annmulle 2,pa,,10.0,1
Sarvann,435029,https://www.youtube.com/watch?v=slYcvBRUWno,Amberdeep Singh,"['Amrinder Gill', 'Simi Chahal', 'Ranjit Bawa', 'Amberdeep Singh', 'Sardar Sohi']",,"Comedy, Action, Adventure, Family",700000,2100000,"It is an action, drama film about an NRI boy Mithu, coming to India to connect to his true roots.",,2017,116,0.6,False,2017-01-13,ਸਰਵਣ,pa,,9.0,2
Mahi NRI,520602,,Gaurav Bavdankar,"['Harrdy Sandhu', 'Gurpreet Ghuggi', 'Navneet Nishan', 'B.N. Sharma']",,,0,0,"Set primarily in the UK's second largest city Birmingham, Mera Mahi NRI (My Beloved Non-Resident Indian) is a realistic multi- cultural comedy drama that follows the life of a student 'freshie' (a term used to describe somebody who is from the sub-continent who has recently arrived in the UK and who has very little experience of the British way of life).",,2017,0,2.065,False,2017-02-10,Mahi NRI,pa,,2.0,1
Sargi,443611,,Neeru Bajwa,"['Rubina Bajwa', 'Jassie Gill', 'Babbal Rai', 'B.N. Sharma', 'Parminder Gill', 'Satwant Kaur', 'Karamjit Anmol', 'Harby Sangha', 'Sukhwinder Chahal', 'Gurpreet Bhangu', 'Malkeet Rauni', 'Baninder Bunny', 'Ansh Tejpal', 'Honey Mattu']",,,0,0,"A poor village girl is married off to a foreigner, leaving the boy who loves her behind.",,2017,124,1.048,False,2017-02-24,Sargi,pa,,6.0,1
Dushman,485667,,Shagufta Rafique,"['Kartar Cheema', 'Savita Bhatti', 'Gulshan Grover', 'Sakshi Gulati', 'Jashn Singh']",,Drama,0,0,"Two men, an Indian and a Pakistani, whose relationship moves from hatred to brotherly love when they have to deal with their drug-runner boss",,2017,143,1.513,False,2017-03-03,Dushman,pa,,6.0,1
Jugni hath kise na auni,935751,https://www.youtube.com/watch?v=Edj3OWHNlmU,,"['Mani Kapoor', 'Preet Sidhu', 'Lakhbir Singh']",,Drama,0,0,"Movie Directed  by Amanjit Singh Brar.  Cast:- Mani Kapoor, Preet Sidhu, Lakhbir Singh",,2017,141,0.6,False,2017-03-10,Jugni hath kise na auni,en,,0.0,0
Jindua,447043,https://www.youtube.com/watch?v=jp-icL6onC0,Navaniat Singh,"['Jimmy Shergill', 'Sargun Mehta', 'Neeru Bajwa', 'Harjap Singh Bhangal', 'Rajiv Thakur']",,"Family, Romance, Comedy",0,0,An existing relationship is threatened when a new girl catches a man's eye.,,2017,140,1.627,False,2017-03-17,Jindua,pa,,9.3,3
Rabb Da Radio,451379,https://www.youtube.com/watch?v=ke4jcUPFcrY,Harry Bhatti,"['Tarsem Jassar', 'Mandy Takhar', 'Tarsem Jassar', 'Simi Chahal', 'Nirmal Rishi', 'Harby Sangha']",,"Drama, Family",0,0,"Rabb Da Radio is a family movie that revolves around family problems, love, hate and much more. The story of the movie, Rabb Da Radio will take you to Punjab during the 80s and 90s. It shows the relationship between Naseeb and Guddi, who are cousins. But this relationship changes when a rich boy falls in love with Guddi and ask for the help from Naseeb to marry Guddi. And when Naseeb refuses, then the boy takes help from his aunt and fix his marriage with Guddi. But when Naseeb's mother-in-law came to know all this, then she throws Naseeb out of the house that leads to Guddi's relationship with Naseeb and his marriage. At the end, Rabb Da Radio story will reveal that whether Naseeb will able to sort things out with her mother-in-law?",,2017,121,1.307,False,2017-03-31,Rabb Da Radio,pa,,7.3,3
Manje Bistre,452394,https://www.youtube.com/watch?v=bFzb1pBCRSg,Baljit Singh Deo,"['Gippy Grewal', 'Sonam Bajwa', 'Karamjeet Anmol', 'Gurpreet Ghuggi', 'Jaggi Singh', 'B.N. Sharma', 'Rana Ranbir', 'Sardar Sohi', 'Rana Ranbir', 'Sara Gurpal', 'Hobby Dhaliwal', 'Sardar Sohi', 'Rana Jung Bahadur', 'Dilpreet Dhillon', 'Anita Devgan']",,"Comedy, Drama",1092000,7800000,"While getting prepared for his sister's wedding, a young man attempts to woo a girl whose marriage to another man has already been fixed.",,2017,137,2.168,False,2017-04-14,ਮੰਜੇ ਬਿਸਤਰੇ,pa,,6.125,8
Kawela,817277,https://www.youtube.com/watch?v=9fDFzOm-09Q,Amanjit Singh Brar,"['Mahabir Bhullar', 'Harp Farmer', 'Vikas Neb']",,Thriller,110000,0,"The film is a mind-bending psychological thriller, which revolves around a fictional village in Punjab that is taken over by evil spirits, superstitions and the innumerable untold stories of the night.  What actually goes down at this odd-time, is KAWELA.",,2017,165,0.6,False,2017-04-21,Kawela,pa,,0.0,0
Arjan,465875,,Manduip Singh,"['Roshan Prince', 'Prachi Tehlan', 'B.N. Sharma', 'Hobby Dhaliwal', 'Nirmal Rishi', 'Shavendra Mahal']",,"Romance, Comedy, Drama",0,0,"A woman promises her uncle that she will marry a Punjabi man, but in reality, she has other plans up her sleeve.",,2017,148,1.208,False,2017-05-05,Arjan,pa,,8.0,1
Lahoriye,457497,https://www.youtube.com/watch?v=0owS3euUNtk,Amberdeep Singh,"['Amrinder Gill', 'Sargun Mehta', 'Yuvraj Hans', 'Nimrat Khaira', 'Sardar Sohi', 'Gugu Gill', 'Nirmal Rishi', 'Hobby Dhaliwal', 'Rajiv Thakur', 'Amberdeep Singh', 'Sandeep Malhi', 'Gagan Mehra']",,"Comedy, Drama, History, Romance",0,0,"Lahoriye is the story of love. The love which does not see boundaries, the love which does not see nations. Kikar Singh (Amrinder Gill) is a clerk at DTO office and his family holds a piece of land which is right at the LOC. The people living in Border areas are familiar with the situation. Right across the land in Pakistan is a Kinnow farm where Ameeran (Sargun Mehta) works and live with her family. Kikar falls for Ameeran and slowly slowly even Ameeran falls for Kikar. What follows next is a tale of romance which is worth watching on the big screen.",,2017,140,1.385,False,2017-05-12,Lahoriye,pa,,4.7,15
Saab Bahadar,459362,https://www.youtube.com/watch?v=vqQg5DKgnkg,Amrit Raj Chadha,"['Ammy Virk', 'Jaswinder Bhalla', 'Preet Kamal', 'Rana Ranbir']",,"Thriller, Crime, Mystery",0,0,A small town cop finds himself investigating the murder of a prominent citizen.,,2017,112,0.84,False,2017-05-26,ਸਾਬ੍ਹ ਬਹਾਦਰ,pa,,8.5,4
Super Singh,460738,https://www.youtube.com/watch?v=FF1CW51ae2A,Anurag Singh,"['Diljit Dosanjh', 'Sonam Bajwa', 'Pavan Malhotra', 'Rana Ranbir', 'Alexandra Bandean', 'Meherban Singh', 'Navnindra Behl']",,"Action, Comedy, Fantasy",0,0,"A man's life changes after he unknowingly gets super powers and then embarks on a journey that helps him discover the true meaning of love, life, courage, sacrifice, and his role in the world.  Balaji Motion Pictures presents a Brat Films production 'Super Singh'- ""Ikk Te Assi Singh, Utton Super' punjabi cinema's 1st superhero film. Directed by national award winning and blockbuster punjabi film director Anurag Singh (Jatt and Juliet 1 & 2 and Punjab 1984).",,2017,155,1.62,False,2017-06-16,Super Singh,hi,He will put Spiderman to shame,6.9,37
Great Sardaar,444410,https://www.youtube.com/watch?v=H7QJWf8ZWts,Ranjeet Bal,"['Yograj Singh', 'Asish Duggal', 'Teji Sandhu', 'Dilpreet Dhillon', 'Sandeep Kapoor', 'Nitu Pandher', 'Prakash Gadhu', 'Roshni Sahota', 'Reet Kaur', 'Dheeraj Kumar', 'Sonu Bajwa', 'Ashok Salwan', 'Deepali Rajput', 'Deddar Gill', 'D.K. Bains', 'Amrinder Billing', 'Amritjit Singh Sran', 'Nirmal Rishi']",,"Action, Crime, Drama",0,0,"A gangster controls the Punjab state in India. He grows his popularity with his crimes like rape, murders etc. Two boys stop him and burn him alive with fire.",http://greatsardaar.com/,2017,109,0.674,False,2017-06-30,Great Sardaar,pa,,0.0,0
Krazzy Tabbar,477761,,Ajay Chandhok,"['Harish Verma', 'Priyanka Mehta', 'Yograj Singh', 'Shavendra Mahal', 'B.N. Sharma', 'Jaswinder Bhalla', 'Nirmal Rishi', 'Hobby Dhaliwal']",,Comedy,0,0,"An engaged couple believes that they are meant to be together, but their conviction shatters when their families meet each other.",,2017,118,0.961,False,2017-07-07,Krazzy Tabbar,pa,,6.0,1
Channa Mereya,491708,,Pankaj Batra,['Payal Rajput'],,,0,0,Love across class divisions runs afoul of parental disapproval.,,2017,0,0.922,False,2017-07-14,Channa Mereya,pa,,7.0,1
The Black Prince,313755,https://www.youtube.com/watch?v=p2wflHSDY7I,Kavi Raz,"['Satinder Sartaaj', 'Amanda Root', 'Shabana Azmi', 'Jason Flemyng', 'David Essex', 'Alexa Morden', 'Kavi Raz', 'Ameet Chana', 'Joe Egan', 'Keith Duffy', 'Anna Dawson', 'Keith Newby']",,"History, Drama",0,0,"The Black Prince follows the story of the last Sikh Maharaja — the son of the powerful ruler Ranjit Singh — who was placed on the throne at the age of five, after the death of his father. In 1849, the young prince was removed from the throne and eventually sent off to England. His attempts to return to India and reclaim his kingdom were subsequently thwarted by the British.",http://www.theblackprince.com,2017,0,3.344,False,2017-07-21,The Black Prince,en,Faith. Trust. Hope.,4.7,11
Thug Life,520761,,Mukesh Vohra,"['Harish Verma', 'Rajiv Thakur', 'Ihana Dhillon', 'Karamjit Anmol', 'Yograj Singh', 'Anita Devgan', 'Hobby Dhaliwal', 'Jass Bajwa']",,Comedy,0,0,A get-rich-quick scheme goes awry when a group of friends stumbles onto a dangerous conspiracy and wind up getting mistaken for the bad guys.,,2017,134,2.611,False,2017-07-21,Thug Life,pa,,0.0,0
Vekh Baraatan Challiyan,479618,,Ksshitij Chaudhary,"['Binnu Dhillon', 'Kavita Kaushik', 'Karamjit Anmol', 'Ranjit Bawa', 'Amrinder Gill', 'Parminder Gill', 'Govind Namdeo', 'Jaswinder Bhalla', 'Ashok Pathak', 'Parminder Gill']",,Comedy,0,0,"A Punjabi bus conductor falls in love with a Haryanvi girl, and then the comedy sets up when these different cultures get mingled up for marriage.",,2017,122,0.6,False,2017-07-28,ਵੇਖ ਬਰਾਤਾਂ ਚੱਲੀਆਂ,pa,,7.2,5
Rocky Mental,471444,https://www.youtube.com/watch?v=IQ3u9zHIuCA,,"['Parmish Verma', 'Tannu Kaur Gill', 'Mahabir Bhullar', 'Karanveer']",,Drama,0,0,"Rocky Mental is a nonlinear action thriller about the rise of a boxing Phenom who aspires for international glory but while he is at the threshold of sporting stardom, he encounters infamy. It is the story of a star athlete whose belief in his own invincibility makes him disregard the lurking threats posed by his own abrasive personality.  A series of targeted attacks on Rocky leaves the once indomitable fighter in a deep depressive, and semi delusional state. The perpetrators responsible for his losses, once revealed, ignite an unimaginable wrath in him. Rocky commits to retribution in characteristic flair, all along protecting those he has still left, and those he once cared for.",,2017,129,3.209,False,2017-08-18,Rocky Mental,pa,,5.8,2
Jora 10 Numbaria,491811,,Amardeep Singh Gill,"['Dharmendra', 'Deep Sidhu', 'Mukul Dev', 'Hobby Dhaliwal', 'Yaad Grewal']",,"Drama, Action",0,0,A man takes revenge on corrupt officials.,,2017,135,1.618,False,2017-09-01,ਜੋਰਾ 10 ਨੰਬਰੀਆ,pa,,8.8,4
Rupinder Gandhi 2 - The Robinhood,484124,https://www.youtube.com/watch?v=nkbMdPwsNA8,Avtar Singh,"['Dev Kharoud', 'Saanvi Dhiman', 'Jagjit Sandhu', 'Lucky Dhaliwal', 'Kajal Behl']",,"Action, Drama",0,0,"This is a story of a brave man who fought and won against all odds, Sarpanch Rupinder Singh Gandhi, a prolific sportsman, daring leader and true friend. This movie shows how circumstances and situations converts him into ""Something -else"" when he and his friends take decisions that end up making them Outlaws. The man who lived for other people and never worried what he was called ~ Robinhood or a Gangser",,2017,127,1.293,False,2017-09-08,Rupinder Gandhi 2 - The Robinhood,pa,,7.0,2
Nikka Zaildar 2,491821,https://www.youtube.com/watch?v=1rcgr6AOjro,Simerjit Singh,"['Ammy Virk', 'Sonam Bajwa', 'Wamiqa Gabbi', 'Parminder Gill', 'Sharry Maan', 'Harby Sangha', 'Nirmal Rishi']",,"Comedy, Romance",0,0,"It is a sequel to the 2016 film Nikka Zaildar. Set in the 80s, A man has an affair with his nephews teacher, but just before the wedding he gets married to another girl",,2017,136,1.4,False,2017-09-22,Nikka Zaildar 2,pa,,8.3,3
Kirdar-E-Sardar,517294,,,"['Nav Bajwa', 'Dolly Bindra', 'K.S. Makhan', 'Raza Murad', 'Rana Jung Bahadur']",,,0,0,Kirdar-E-Sardar is a Punjabi action film starring Nav Bajwa and Neha Pawar.,,2017,0,1.4,False,2017-09-29,Kirdar-E-Sardar,pa,,0.0,0
Bailaras,491836,https://www.youtube.com/watch?v=R8juUUreApI,Ksshitij Chaudhary,"['Binnu Dhillon', 'Prachi Tehlan', 'Dev Kharoud', 'Karamjit Anmol', 'Nirmal Rishi']",,,0,0,"Bailaras is the story of a villager named JAGGA, who owns a Belarus tractor and is famous for winning tochan (tug of war between tractors) competitions in and around his village.",,2017,125,1.96,False,2017-10-06,Bailaras,pa,,0.0,0
Dramebaaz Kalakaar,528933,,Naresh Singla,"['Aryan Vaid', 'Hiten Paintal', 'Vivaan Arora', 'Shiraz Khan', 'Tiku Talsania']",,,0,0,"Three handsome boys, one dream: To become a superstar",,2017,0,1.218,False,2017-10-13,Dramebaaz Kalakaar,pa,,0.0,0
